CareerStage,IndustryCluster,CareerPath,JobTitle,JobSOCCode,EntryLevelWage,AverageWage,Skills,MatchScore
NEXT,Engineering,Supply Chain Management,Civil Project Engineer,17-2141,42920.0,55204.0,"['Automation', 'Mechanical Design', 'Design Thinking', 'Thermodynamics', 'Mathematics']",0
NEXT,Logistics,Automotive Engineering,Logistics Planner,17-2051,41421.0,73579.0,"['Supply Chain Optimization', 'Inventory Management', 'Forecasting Demand']",0
NEXT,Engineering,Supply Chain Management,Civil Project Engineer,11-3071,36525.0,68236.0,"['Mechanical Design', 'Mathematics', 'CAD Software', 'Design Thinking']",0
NEXT,Engineering,Finance & Accounting,Network Administrator,15-1256,42675.0,77121.0,"['Thermodynamics', 'Civil Engineering', 'Structural Analysis', 'Electrical Systems', 'Mechanical Design']",0
NEXT,Healthcare,Finance & Accounting,Registered Nurse,15-1132,42257.0,55777.0,"['Health Education', 'Medical Documentation', 'Patient Care', 'Attention to Detail', 'Patient Assessment']",0
NOW,Finance,Software Development,Junior Software Developer,17-2112,33948.0,74170.0,"['Financial Forecasting', 'Risk Management', 'Budgeting', 'Financial Analysis', 'Investment Analysis']",0
NEXT,Healthcare,Medical Services,Logistics Planner,17-2051,42859.0,51704.0,"['Health Education', 'Clinical Procedures', 'Patient Care', 'Attention to Detail', 'Medical Knowledge', 'Problem Solving']",1
NOW,Engineering,Automotive Engineering,Supply Chain Analyst,15-1121,40845.0,76065.0,"['Design Thinking', 'Civil Engineering', 'Automation']",0
NOW,Engineering,Software Development,Registered Nurse,43-5081,38323.0,58309.0,"['Thermodynamics', 'Electrical Systems', 'Structural Analysis']",0
NOW,Engineering,Supply Chain Management,Registered Nurse,17-2141,40652.0,51225.0,"['Mathematics', 'Quality Control', 'Civil Engineering', 'Thermodynamics', 'Analytical Skills']",0
NEXT,Healthcare,IT Support,Supply Chain Analyst,17-2141,41976.0,71234.0,"['Clinical Procedures', 'Attention to Detail', 'Patient Care', 'Patient Assessment']",0
NOW,Healthcare,Supply Chain Management,Supply Chain Analyst,17-2051,34951.0,47753.0,"['Health Education', 'Communication', 'Emergency Response', 'Diagnostic Skills', 'Clinical Procedures', 'Medical Knowledge']",0
NOW,Engineering,IT Support,Pharmacy Assistant,13-2051,43380.0,63284.0,"['Quality Control', 'Analytical Skills', 'Mechanical Design', 'Structural Analysis', 'Design Thinking', 'Thermodynamics']",0
NOW,Information Technology,IT Support,Tax Consultant,29-1141,31721.0,64038.0,"['Java', 'Python', 'Cybersecurity', 'Cloud Computing', 'Technical Support']",1
NOW,Logistics,Automotive Engineering,Risk Compliance Officer,13-2051,32106.0,62322.0,"['Order Processing', 'Logistics Coordination', 'Vendor Relations']",0
NOW,Engineering,IT Support,Senior Software Developer,11-3071,43604.0,46260.0,"['Design Thinking', 'Mathematics', 'CAD Software', 'Thermodynamics', 'Project Management', 'Analytical Skills']",0
NOW,Healthcare,IT Support,Electrical Systems Engineer,13-2051,43171.0,61500.0,"['Patient Assessment', 'Problem Solving', 'Patient Care', 'Attention to Detail', 'Clinical Procedures']",1
NEXT,Healthcare,IT Support,Tax Consultant,15-1152,38694.0,76948.0,"['Problem Solving', 'Medical Knowledge', 'Diagnostic Skills', 'Patient Assessment', 'Attention to Detail', 'Clinical Procedures']",1
NEXT,Logistics,Software Development,Junior Software Developer,43-5081,39200.0,76838.0,"['Project Management', 'Attention to Detail', 'Data Entry', 'Logistics Coordination', 'Vendor Relations', 'Inventory Management']",1
NOW,Finance,Finance & Accounting,Risk Compliance Officer,29-1141,35956.0,60043.0,"['Attention to Detail', 'Financial Forecasting', 'Accounting Principles', 'Data Analysis', 'Risk Management', 'Financial Reporting']",0
NEXT,Healthcare,IT Support,Pharmacy Assistant,29-1141,42450.0,49805.0,"['Patient Care', 'Problem Solving', 'Diagnostic Skills']",1
NEXT,Logistics,Finance & Accounting,Network Administrator,17-2071,31762.0,58531.0,"['Logistics Coordination', 'Data Entry', 'Project Management']",1
NEXT,Healthcare,Software Development,IT Support Specialist,17-2141,43754.0,75362.0,"['Medical Documentation', 'Medical Knowledge', 'Patient Assessment', 'Emergency Response', 'Clinical Procedures', 'Health Education']",0
NOW,Information Technology,Automotive Engineering,Automotive Quality Engineer,17-2141,40606.0,60577.0,"['Cybersecurity', 'Cloud Computing', 'Technical Support', 'Database Management']",0
NOW,Healthcare,Medical Services,Registered Nurse,17-2112,44401.0,73282.0,"['Attention to Detail', 'Clinical Procedures', 'Problem Solving', 'Patient Care', 'Patient Assessment', 'Medical Documentation']",1
NOW,Engineering,Finance & Accounting,Tax Consultant,15-1121,40480.0,76807.0,"['Structural Analysis', 'Project Management', 'Thermodynamics']",0
NOW,Healthcare,IT Support,IT Support Specialist,17-2141,39516.0,62988.0,"['Patient Assessment', 'Clinical Procedures', 'Health Education', 'Problem Solving', 'Medical Knowledge']",1
NEXT,Information Technology,Finance & Accounting,Mechanical Design Engineer,17-2051,30528.0,51403.0,"['Cybersecurity', 'Technical Support', 'Problem Solving']",1
NOW,Healthcare,Medical Services,Registered Nurse,17-2051,40403.0,54186.0,"['Problem Solving', 'Communication', 'Health Education', 'Attention to Detail', 'Medical Documentation', 'Clinical Procedures']",1
NEXT,Information Technology,Supply Chain Management,IT Support Specialist,43-5081,40148.0,50379.0,"['SQL', 'Python', 'Cloud Computing', 'Machine Learning', 'Data Analysis']",1
NEXT,Information Technology,Supply Chain Management,Junior Software Developer,29-1141,33043.0,79682.0,"['Machine Learning', 'Problem Solving', 'Cybersecurity', 'SQL', 'Data Analysis']",2
NEXT,Information Technology,Finance & Accounting,Pharmacy Assistant,43-5081,36886.0,57405.0,"['Java', 'Data Analysis', 'Problem Solving']",2
NOW,Engineering,Supply Chain Management,Risk Compliance Officer,17-2051,41499.0,74969.0,"['Structural Analysis', 'Civil Engineering', 'Project Management', 'Electrical Systems', 'CAD Software', 'Design Thinking']",0
NEXT,Information Technology,Finance & Accounting,Electrical Systems Engineer,17-2141,40473.0,76387.0,"['Python', 'Java', 'Data Analysis', 'Technical Support', 'Cybersecurity', 'Database Management']",1
NOW,Logistics,Automotive Engineering,Risk Compliance Officer,15-1132,34272.0,72624.0,"['Warehouse Operations', 'Supply Chain Optimization', 'Inventory Management', 'Order Processing']",0
NEXT,Logistics,Automotive Engineering,Registered Nurse,17-2141,43835.0,66769.0,"['Attention to Detail', 'Freight Management', 'Supply Chain Optimization', 'Forecasting Demand']",0
NOW,Finance,Automotive Engineering,Logistics Planner,17-2141,38294.0,45864.0,"['Financial Analysis', 'Financial Reporting', 'Financial Forecasting', 'Attention to Detail', 'Compliance', 'Accounting Principles']",0
NEXT,Engineering,Software Development,Tax Consultant,17-2071,37292.0,61680.0,"['Analytical Skills', 'Quality Control', 'Structural Analysis', 'Electrical Systems']",0
NOW,Healthcare,Supply Chain Management,Supply Chain Analyst,11-3071,40376.0,70574.0,"['Clinical Procedures', 'Medical Knowledge', 'Patient Care', 'Emergency Response', 'Communication']",0
NOW,Finance,Automotive Engineering,IT Support Specialist,17-2141,44331.0,51604.0,"['Investment Analysis', 'Tax Planning', 'Accounting Principles', 'Budgeting']",0
NOW,Healthcare,Supply Chain Management,Supply Chain Analyst,17-2141,36083.0,72203.0,"['Clinical Procedures', 'Communication', 'Emergency Response']",0
NEXT,Logistics,Software Development,Risk Compliance Officer,15-1121,31642.0,48262.0,"['Inventory Management', 'Supply Chain Optimization', 'Freight Management', 'Attention to Detail', 'Data Entry', 'Project Management']",1
NEXT,Information Technology,Finance & Accounting,Electrical Systems Engineer,17-2112,36829.0,51587.0,"['Database Management', 'Problem Solving', 'SQL', 'Data Analysis', 'Network Configuration', 'Machine Learning']",2
NEXT,Engineering,IT Support,Junior Software Developer,15-1132,44864.0,74874.0,"['Mechanical Design', 'Mathematics', 'Civil Engineering', 'Automation', 'Thermodynamics']",0
NOW,Healthcare,Automotive Engineering,Risk Compliance Officer,15-1121,34961.0,78139.0,"['Patient Assessment', 'Medical Documentation', 'Diagnostic Skills', 'Clinical Procedures', 'Communication', 'Medical Knowledge']",0
NOW,Healthcare,Finance & Accounting,Financial Auditor,17-2112,41978.0,64679.0,"['Clinical Procedures', 'Problem Solving', 'Attention to Detail', 'Patient Assessment', 'Medical Documentation']",1
NEXT,Finance,Software Development,Clinical Laboratory Technician,17-2071,42966.0,52420.0,"['Tax Planning', 'Accounting Principles', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Financial Reporting']",0
NEXT,Logistics,Automotive Engineering,Supply Chain Analyst,17-2051,32797.0,61866.0,"['Attention to Detail', 'Vendor Relations', 'Project Management', 'Forecasting Demand', 'Data Entry', 'Supply Chain Optimization']",1
NEXT,Logistics,Finance & Accounting,Cybersecurity Analyst,17-2141,36838.0,48492.0,"['Vendor Relations', 'Attention to Detail', 'Data Entry']",1
NEXT,Logistics,Supply Chain Management,Risk Compliance Officer,13-2051,40899.0,46649.0,"['Attention to Detail', 'Freight Management', 'Logistics Coordination', 'Supply Chain Optimization', 'Order Processing']",0
NOW,Finance,Automotive Engineering,Registered Nurse,15-1152,37091.0,73520.0,"['Budgeting', 'Financial Analysis', 'Tax Planning', 'Accounting Principles']",0
NEXT,Logistics,Software Development,Automotive Quality Engineer,15-1152,32867.0,46604.0,"['Freight Management', 'Logistics Coordination', 'Inventory Management']",0
NEXT,Healthcare,Supply Chain Management,Logistics Planner,17-2112,30947.0,62235.0,"['Medical Knowledge', 'Health Education', 'Problem Solving', 'Emergency Response', 'Communication']",1
NOW,Healthcare,IT Support,Supply Chain Analyst,15-1152,35589.0,61638.0,"['Medical Knowledge', 'Health Education', 'Emergency Response']",0
NEXT,Logistics,Supply Chain Management,Logistics Planner,17-2112,37074.0,45259.0,"['Data Entry', 'Project Management', 'Supply Chain Optimization']",1
NOW,Engineering,Medical Services,Pharmacy Assistant,17-2141,41372.0,72215.0,"['Design Thinking', 'Project Management', 'Mathematics', 'CAD Software', 'Quality Control', 'Mechanical Design']",0
NOW,Engineering,Supply Chain Management,Cybersecurity Analyst,17-2051,32960.0,74803.0,"['Structural Analysis', 'Quality Control', 'Project Management', 'Mechanical Design', 'Electrical Systems']",0
NOW,Information Technology,Supply Chain Management,Pharmacy Assistant,29-1141,33805.0,53826.0,"['Java', 'Machine Learning', 'Problem Solving', 'Software Development', 'Python']",2
NEXT,Information Technology,Software Development,IT Support Specialist,15-1121,36056.0,56753.0,"['Machine Learning', 'Technical Support', 'Python']",0
NEXT,Finance,Finance & Accounting,Warehouse Operations Manager,17-2071,35210.0,74124.0,"['Data Analysis', 'Investment Analysis', 'Compliance', 'Risk Management', 'Financial Reporting', 'Tax Planning']",0
NOW,Information Technology,Software Development,Electrical Systems Engineer,17-2141,39454.0,74406.0,"['SQL', 'Python', 'Machine Learning', 'Software Development', 'Database Management']",1
NOW,Healthcare,Automotive Engineering,Clinical Laboratory Technician,17-2071,40954.0,64356.0,"['Health Education', 'Medical Documentation', 'Diagnostic Skills', 'Patient Assessment', 'Patient Care', 'Medical Knowledge']",0
NEXT,Logistics,Software Development,Mechanical Design Engineer,17-2141,38245.0,45538.0,"['Project Management', 'Supply Chain Optimization', 'Forecasting Demand', 'Vendor Relations', 'Attention to Detail']",0
NOW,Engineering,Automotive Engineering,Automotive Quality Engineer,43-5081,35334.0,77576.0,"['Civil Engineering', 'CAD Software', 'Quality Control', 'Mathematics']",0
NEXT,Finance,Automotive Engineering,Civil Project Engineer,17-2141,36108.0,70507.0,"['Budgeting', 'Financial Reporting', 'Tax Planning']",0
NEXT,Information Technology,Finance & Accounting,Warehouse Operations Manager,29-1141,44780.0,71921.0,"['Python', 'SQL', 'Java', 'Software Development', 'Technical Support']",2
NEXT,Information Technology,Finance & Accounting,Registered Nurse,29-1141,34983.0,76965.0,"['Database Management', 'Network Configuration', 'Data Analysis', 'Cybersecurity', 'Technical Support', 'Problem Solving']",1
NOW,Engineering,IT Support,Logistics Planner,11-3071,32786.0,62621.0,"['Analytical Skills', 'Mathematics', 'Mechanical Design']",0
NEXT,Engineering,Finance & Accounting,Tax Consultant,11-3071,42743.0,59355.0,"['Mathematics', 'CAD Software', 'Analytical Skills']",0
NOW,Healthcare,IT Support,Supply Chain Analyst,17-2051,35458.0,73210.0,"['Problem Solving', 'Medical Documentation', 'Patient Assessment']",1
NEXT,Logistics,Medical Services,Risk Compliance Officer,17-2071,38787.0,49750.0,"['Project Management', 'Supply Chain Optimization', 'Order Processing', 'Freight Management']",0
NOW,Logistics,Supply Chain Management,IT Support Specialist,17-2141,31566.0,65634.0,"['Freight Management', 'Warehouse Operations', 'Logistics Coordination', 'Vendor Relations', 'Inventory Management']",0
NEXT,Information Technology,IT Support,Registered Nurse,11-3071,44924.0,46842.0,"['Java', 'Machine Learning', 'Cloud Computing', 'Technical Support', 'Network Configuration']",1
NOW,Finance,Medical Services,Risk Compliance Officer,17-2071,32594.0,71381.0,"['Tax Planning', 'Compliance', 'Financial Analysis', 'Budgeting']",0
NOW,Finance,IT Support,Junior Software Developer,29-1141,30125.0,55296.0,"['Attention to Detail', 'Budgeting', 'Financial Reporting', 'Financial Analysis']",0
NOW,Finance,Software Development,Senior Software Developer,43-5081,41244.0,67126.0,"['Compliance', 'Data Analysis', 'Risk Management', 'Investment Analysis', 'Financial Reporting', 'Financial Forecasting']",0
NEXT,Healthcare,Supply Chain Management,Risk Compliance Officer,15-1256,32990.0,67428.0,"['Communication', 'Problem Solving', 'Medical Knowledge']",1
NEXT,Healthcare,Finance & Accounting,Warehouse Operations Manager,43-5081,36685.0,56420.0,"['Attention to Detail', 'Patient Assessment', 'Medical Documentation', 'Medical Knowledge', 'Emergency Response', 'Diagnostic Skills']",0
NEXT,Logistics,Supply Chain Management,Network Administrator,17-2071,34771.0,50866.0,"['Data Entry', 'Inventory Management', 'Project Management', 'Warehouse Operations', 'Attention to Detail', 'Forecasting Demand']",1
NEXT,Logistics,Medical Services,Junior Software Developer,17-2141,41459.0,52499.0,"['Forecasting Demand', 'Supply Chain Optimization', 'Logistics Coordination', 'Data Entry', 'Vendor Relations']",1
NEXT,Information Technology,Finance & Accounting,Mechanical Design Engineer,15-1132,42266.0,75046.0,"['Database Management', 'Software Development', 'Python']",0
NOW,Engineering,IT Support,Network Administrator,11-3071,37214.0,55588.0,"['Project Management', 'Electrical Systems', 'Design Thinking', 'Civil Engineering', 'Automation']",0
NOW,Engineering,Automotive Engineering,Clinical Laboratory Technician,43-5081,36785.0,58540.0,"['Thermodynamics', 'Mathematics', 'Civil Engineering', 'CAD Software', 'Structural Analysis', 'Design Thinking']",0
NOW,Engineering,Automotive Engineering,Electrical Systems Engineer,15-1132,39443.0,65064.0,"['Mathematics', 'Analytical Skills', 'Quality Control']",0
NOW,Healthcare,Supply Chain Management,Risk Compliance Officer,15-1132,36770.0,67570.0,"['Emergency Response', 'Diagnostic Skills', 'Problem Solving', 'Patient Care', 'Patient Assessment', 'Clinical Procedures']",1
NEXT,Information Technology,IT Support,Network Administrator,29-1141,39462.0,54362.0,"['Cybersecurity', 'Database Management', 'Cloud Computing', 'Software Development', 'Python', 'Java']",1
NOW,Healthcare,IT Support,Supply Chain Analyst,15-1152,37373.0,48723.0,"['Diagnostic Skills', 'Emergency Response', 'Medical Knowledge']",0
